barangay,Childcare,Health centers,Long-term care and rehabilitation services,Older persons care,Quezon City satellite offices for services,Schools,Trainings,Total,Bus stops,ratio_childcare,ratio_childcare_f,ratio_childcare_m,ratio_school_3_5,ratio_school_3_5_f,ratio_school_3_5_m,ratio_school_6_17,ratio_school_6_17_f,ratio_school_6_17_m,ratio_old_60,ratio_old_60_f,ratio_old_60_m,ratio_old_80,ratio_old_80_f,ratio_old_80_m,ratio_pop_health,ratio_pop_health_f,ratio_pop_health_m,ratio_child_health,ratio_child_health_f,ratio_child_health_m,ratio_old_health,ratio_old_health_f,ratio_old_health_m,ratio_pwd_health,ratio_pwd,ratio_pwd_all,ratio_bus_stops,ratio_bus_stops_f,ratio_bus_stops_m
Lourdes,2.0,1.0,0.0,0.0,0.0,8.0,0.0,11.0,0.0,8.23045267489712,17.241379310344826,15.748031496062993,55.94405594405595,129.03225806451613,98.76543209876543,14.209591474245116,28.88086642599278,27.972027972027973,0.0,0.0,0.0,0.0,0.0,0.0,0.22675736961451248,0.43122035360068994,0.47824007651841227,4.11522633744856,8.620689655172413,7.874015748031496,1.3986013986013985,2.3866348448687353,3.3783783783783785,4.587155963302752,0.0,50.45871559633028,0.0,0.0,0.0
Loyola Heights,5.0,1.0,3.0,0.0,0.0,16.0,0.0,25.0,3.0,2.6595744680851063,5.417118093174431,5.2246603970741905,17.957351290684624,37.2093023255814,34.70715835140998,3.996003996003996,8.447729672650475,7.5829383886255926,0.0,0.0,0.0,0.0,0.0,0.0,0.04783087004352609,0.09189487226612754,0.09975062344139651,0.5319148936170213,1.0834236186348862,1.0449320794148382,0.4837929366231253,0.8326394671107411,1.1547344110854503,0.9000900090009001,2.7002700270027002,22.5022502250225,0.1434926101305783,0.27568461679838263,0.2992518703241895
Maharlika,0.0,2.0,3.0,0.0,0.0,5.0,0.0,10.0,0.0,0.0,0.0,0.0,30.48780487804878,66.66666666666667,56.17977528089887,8.025682182985554,16.129032258064516,15.974440894568689,0.0,0.0,0.0,0.0,0.0,0.0,0.4616805170821791,0.878348704435661,0.9732360097323601,6.493506493506494,12.422360248447204,13.605442176870747,3.2206119162640903,5.319148936170213,8.16326530612245,10.050251256281408,15.07537688442211,50.25125628140704,0.0,0.0,0.0
Malaya,1.0,0.0,1.0,0.0,0.0,3.0,0.0,5.0,0.0,5.025125628140704,9.433962264150942,10.752688172043012,28.30188679245283,54.54545454545454,58.8235294117647,6.451612903225806,15.07537688442211,11.278195488721805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.347593582887701,26.737967914438503,0.0,0.0,0.0
Mangga,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,12.5,22.727272727272727,27.777777777777775,25.64102564102564,43.47826086956522,62.5,5.263157894736842,9.615384615384617,11.627906976744185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.23809523809523,0.0,0.0,0.0
Manresa,4.0,0.0,2.0,0.0,0.0,3.0,0.0,9.0,0.0,1.7429193899782134,3.6596523330283626,3.327787021630616,2.7198549410698094,5.545286506469501,5.338078291814947,0.7915567282321899,1.6429353778751368,1.5274949083503055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4543429844097995,20.0445434298441,0.0,0.0,0.0
Mariana,4.0,1.0,4.0,1.0,0.0,6.0,0.0,16.0,0.0,4.9504950495049505,10.101010101010102,9.70873786407767,14.563106796116505,30.0,28.30188679245283,3.6607687614399023,7.389162561576354,7.255139056831923,0.6261740763932373,1.0515247108307044,1.5479876160990713,4.016064257028112,5.9171597633136095,12.5,0.0871763577717723,0.15625,0.19719976336028397,1.2376237623762376,2.5252525252525255,2.4271844660194173,0.6261740763932373,1.0515247108307044,1.5479876160990713,1.7825311942959001,7.1301247771836005,28.520499108734402,0.0,0.0,0.0
Mariblo,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.985074626865672,5.747126436781609,6.211180124223602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.172839506172839,0.0,0.0,0.0
Marilag,3.0,1.0,0.0,0.0,1.0,3.0,0.0,8.0,2.0,3.264417845484222,7.194244604316547,5.9760956175298805,7.177033492822967,17.857142857142858,12.0,1.7657445556209534,3.4443168771526977,3.6231884057971016,0.0,0.0,0.0,0.0,0.0,0.0,0.07978299026647519,0.14988009592326137,0.17059024223814398,1.088139281828074,2.398081534772182,1.9920318725099602,0.6321112515802781,1.0152284263959392,1.6750418760469012,1.3192612137203166,0.0,10.554089709762533,0.15956598053295037,0.29976019184652275,0.34118048447628796
Masagana,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.3112582781456954,5.780346820809248,7.751937984496124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.11522633744856,0.0,0.0,0.0
Masambong,3.0,2.0,0.0,0.0,0.0,4.0,0.0,9.0,0.0,3.4129692832764507,6.976744186046512,6.6815144766147,8.196721311475411,17.167381974248926,15.686274509803921,2.3014959723820483,4.733727810650888,4.479283314669653,0.0,0.0,0.0,0.0,0.0,0.0,0.22781637999772184,0.4479283314669653,0.46360686138154844,2.2753128555176336,4.651162790697675,4.4543429844097995,2.1253985122210413,3.7313432835820897,4.938271604938271,5.555555555555555,0.0,25.0,0.0,0.0,0.0
Matandang Balara,19.0,5.0,3.0,0.0,0.0,13.0,0.0,40.0,0.0,2.3514851485148514,4.801617386909275,4.608294930875576,3.213049925852694,6.385068762278978,6.467661691542288,0.8931025006870019,1.8366770274088726,1.7384327360256753,0.0,0.0,0.0,0.0,0.0,0.0,0.0720492240298572,0.1427022090301958,0.14552227946098548,0.6188118811881188,1.2635835228708618,1.2127091923356779,0.8975049362771494,1.5842839036755385,2.070393374741201,2.0584602717167555,1.2350761630300535,16.467682173734044,0.0,0.0,0.0
Milagrosa,2.0,1.0,1.0,0.0,0.0,9.0,0.0,13.0,0.0,3.2948929159802307,6.369426751592357,6.825938566552901,30.0,57.69230769230769,62.5,8.514664143803218,17.647058823529413,16.453382084095065,0.0,0.0,0.0,0.0,0.0,0.0,0.14760147601476015,0.27862914460852606,0.31387319522912743,1.6474464579901154,3.1847133757961785,3.4129692832764507,1.1806375442739079,2.0242914979757085,2.8328611898017,2.8328611898017,2.8328611898017,36.827195467422094,0.0,0.0,0.0
N. S. Amoranto (Gintong Silahis),2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.587155963302752,8.88888888888889,9.47867298578199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.153846153846154,0.0,0.0,0.0
Nagkaisang Nayon,11.0,2.0,0.0,0.0,0.0,6.0,0.0,19.0,2.0,1.6742770167427703,3.498727735368957,3.210741389375365,1.9212295869356388,4.051316677920324,3.6540803897685747,0.525808430461835,1.0731532820604543,1.0309278350515465,0.0,0.0,0.0,0.0,0.0,0.0,0.037187854446737695,0.07441860465116279,0.07433286255853713,0.30441400304414007,0.6361323155216285,0.5837711617046117,0.5254860746190225,0.9178522257916476,1.229256299938537,1.2642225031605563,0.0,12.010113780025286,0.037187854446737695,0.07441860465116279,0.07433286255853713
Nayong Kanluran,1.0,0.0,4.0,0.0,0.0,1.0,0.0,6.0,0.0,4.587155963302752,8.928571428571429,9.433962264150942,9.70873786407767,17.241379310344826,22.22222222222222,2.242152466367713,4.329004329004329,4.651162790697675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.188034188034194,51.28205128205128,0.0,0.0,0.0
New Era,0.0,1.0,0.0,0.0,0.0,4.0,0.0,5.0,0.0,0.0,0.0,0.0,4.597701149425287,9.900990099009901,8.583690987124463,1.3360053440213762,2.6990553306342777,2.6455026455026456,0.0,0.0,0.0,0.0,0.0,0.0,0.07639419404125286,0.153727901614143,0.15186028853454822,0.5379236148466917,1.160092807424594,1.0030090270812437,1.483679525222552,2.5252525252525255,3.5971223021582737,2.9154518950437316,0.0,14.577259475218659,0.0,0.0,0.0
North Fairview,8.0,1.0,1.0,2.0,0.0,11.0,0.0,23.0,0.0,1.5426147319706902,3.218020917135961,2.962962962962963,4.280155642023347,9.03861955628595,8.130081300813009,1.0940919037199124,2.2950135614437723,2.090857251473104,0.6222775357809583,1.0604453870625663,1.5060240963855422,6.8728522336769755,10.15228426395939,21.27659574468085,0.022546897546897548,0.04489539373260304,0.04529395778603134,0.19282684149633628,0.40225261464199513,0.37037037037037035,0.3111387678904792,0.5302226935312832,0.7530120481927711,0.7530120481927711,0.7530120481927711,17.319277108433734,0.0,0.0,0.0
Novaliches Proper,3.0,6.0,1.0,0.0,0.0,18.0,0.0,28.0,1.0,1.6268980477223427,3.4482758620689653,3.080082135523614,19.78021978021978,41.76334106728538,37.578288100208766,5.044843049327354,10.209869540555871,9.972299168975068,0.0,0.0,0.0,0.0,0.0,0.0,0.38872691933916426,0.7780082987551866,0.7769001683283697,3.2537960954446854,6.896551724137931,6.160164271047228,6.085192697768763,10.638297872340425,14.218009478672984,10.56338028169014,1.7605633802816902,49.29577464788732,0.06478781988986071,0.12966804979253113,0.12948336138806163
Obrero,1.0,0.0,2.0,0.0,0.0,1.0,0.0,4.0,0.0,0.9624639076034649,1.7889087656529516,2.0833333333333335,1.9455252918287937,3.676470588235294,4.132231404958678,0.5232862375719519,1.1655011655011656,0.9496676163342831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.651162790697675,9.30232558139535,0.0,0.0,0.0
Old Capitol Site,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,13.513513513513514,27.027027027027028,27.027027027027028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.064516129032258,0.0,0.0,0.0
Paang Bundok,1.0,1.0,1.0,0.0,0.0,2.0,0.0,5.0,0.0,2.444987775061125,4.854368932038835,4.926108374384237,8.547008547008549,16.393442622950822,17.857142857142858,2.0855057351407718,4.329004329004329,4.024144869215292,0.0,0.0,0.0,0.0,0.0,0.0,0.20807324178110695,0.40241448692152915,0.4308487720809996,2.444987775061125,4.854368932038835,4.926108374384237,1.6835016835016834,2.8089887640449436,4.201680672268908,4.504504504504505,4.504504504504505,22.52252252252252,0.0,0.0,0.0
Pag-ibig sa Nayon,1.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,1.4970059880239521,3.0303030303030303,2.9585798816568047,5.617977528089887,10.752688172043012,11.76470588235294,1.6849199663016006,3.1948881789137378,3.5650623885918002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.404907975460123,0.0,0.0,0.0
Paligsahan,3.0,0.0,3.0,0.0,1.0,4.0,0.0,11.0,2.0,12.096774193548386,26.548672566371682,22.22222222222222,38.0952380952381,83.33333333333333,70.17543859649122,7.285974499089253,15.32567049808429,13.888888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.90909090909091,40.0,0.5685048322910744,1.1217049915872126,1.1527377521613833
Paltok,3.0,3.0,1.0,0.0,0.0,4.0,0.0,11.0,0.0,1.5479876160990713,3.0272452068617555,3.1678986272439285,4.17536534446764,8.097165991902834,8.620689655172413,1.1487650775416427,2.3378141437755695,2.258610954263128,0.0,0.0,0.0,0.0,0.0,0.0,0.16559032952475575,0.32254596279969894,0.34029038112522686,1.5479876160990713,3.0272452068617555,3.1678986272439285,1.70261066969353,2.8222013170272815,4.291845493562231,4.87012987012987,1.6233766233766236,17.857142857142858,0.0,0.0,0.0
Pansol,5.0,2.0,0.0,0.0,0.0,1.0,0.0,8.0,1.0,1.094570928196147,2.1949078138718177,2.1834061135371177,0.44150110375275936,0.8741258741258742,0.8920606601248885,0.12498437695288088,0.26631158455392806,0.23551577955723035,0.0,0.0,0.0,0.0,0.0,0.0,0.05676335357892945,0.11463288817561759,0.11244167088322933,0.43782837127845886,0.8779631255487269,0.8733624454148472,0.8417508417508417,1.4727540500736376,1.9646365422396854,1.639344262295082,0.0,6.557377049180328,0.028381676789464724,0.057316444087808796,0.056220835441614665
Paraiso,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.422818791946309,13.422818791946309,0.0,0.0,0.0
Pasong Putik Proper,4.0,5.0,1.0,0.0,0.0,10.0,0.0,20.0,0.0,0.7779074290159471,1.6319869441044472,1.4864362690449648,4.065040650406504,8.46740050804403,7.818608287724785,1.1021712774165104,2.2356360384529395,2.1739130434782608,0.0,0.0,0.0,0.0,0.0,0.0,0.12553351744915892,0.2517750138476258,0.25036302638826297,0.9723842862699338,2.039983680130559,1.8580453363062057,1.7686593562079944,3.1446540880503147,4.042037186742118,3.8314176245210727,0.7662835249042146,15.32567049808429,0.0,0.0,0.0
Pasong Tamo,12.0,4.0,3.0,1.0,0.0,24.0,0.0,44.0,0.0,0.8476970895733258,1.7714791851195748,1.625575724735844,3.389830508474576,7.128007128007128,6.463775922434689,0.9996667777407531,2.074688796680498,1.9292604501607717,0.12645422357106728,0.22084805653710246,0.2958579881656805,1.7094017094017093,2.403846153846154,5.9171597633136095,0.036175523640704706,0.07261636772928619,0.07208765859284891,0.28256569652444197,0.5904930617065249,0.541858574911948,0.5058168942842691,0.8833922261484098,1.183431952662722,1.1560693641618498,0.8670520231213873,12.716763005780347,0.0,0.0,0.0
Payatas,20.0,7.0,0.0,0.0,0.0,24.0,0.0,51.0,0.0,0.9587268107952639,1.990842126219391,1.8492834026814609,2.3913909924272616,4.995836802664447,4.587155963302752,0.6745741750519985,1.3999883334305547,1.3018714401952807,0.0,0.0,0.0,0.0,0.0,0.0,0.050128902893153825,0.10186411327289395,0.0987013719490701,0.33555438377834235,0.6967947441767868,0.6472491909385113,0.943777807738978,1.6778523489932886,2.1571648690292755,1.996007984031936,0.0,14.54234388366125,0.0,0.0,0.0
Phil-Am,0.0,0.0,1.0,2.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,14.925373134328359,25.64102564102564,35.714285714285715,3.8461538461538463,8.620689655172413,6.944444444444444,4.444444444444445,7.49063670411985,10.92896174863388,22.727272727272727,34.48275862068965,66.66666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9880239520958085,23.952095808383234,0.0,0.0,0.0
Pinagkaisahan,2.0,1.0,0.0,0.0,0.0,2.0,0.0,5.0,0.0,5.899705014749262,12.903225806451612,10.869565217391305,11.76470588235294,28.985507246376812,19.801980198019802,2.898550724637681,5.9171597633136095,5.681818181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.22951572182694516,0.44903457566232596,0.4694835680751174,2.949852507374631,6.451612903225806,5.434782608695652,2.4330900243309004,3.952569169960474,6.329113924050633,3.215434083601286,0.0,16.07717041800643,0.0,0.0,0.0
Pinyahan,1.0,3.0,4.0,1.0,0.0,7.0,0.0,16.0,2.0,0.3951007506914263,0.8097165991902834,0.7716049382716049,5.658852061438965,11.51315789473684,11.128775834658187,1.6682554814108677,3.40632603406326,3.269500233535731,0.5973715651135005,1.0298661174047374,1.4224751066856332,6.622516556291391,9.433962264150942,22.22222222222222,0.1380961148959676,0.2723311546840959,0.28016436309301457,1.185302252074279,2.4291497975708505,2.314814814814815,1.7921146953405018,3.089598352214212,4.2674253200568995,2.403846153846154,3.205128205128205,12.82051282051282,0.09206407659731172,0.18155410312273057,0.1867762420620097
Project 6,2.0,2.0,1.0,0.0,0.0,7.0,0.0,12.0,3.0,1.8214936247723132,3.6496350364963503,3.6363636363636362,13.358778625954198,28.112449799196785,25.454545454545457,3.225806451612903,6.542056074766355,6.363636363636364,0.0,0.0,0.0,0.0,0.0,0.0,0.16903313049357674,0.3239915762190183,0.35341933203746245,1.8214936247723132,3.6496350364963503,3.6363636363636362,1.5372790161414296,2.557544757033248,3.8535645472061657,3.252032520325203,1.6260162601626016,19.51219512195122,0.2535496957403651,0.48598736432852746,0.5301289980561937
Quirino 2-A,1.0,0.0,1.0,0.0,0.0,2.0,0.0,4.0,1.0,2.5380710659898473,5.025125628140704,5.128205128205129,10.050251256281408,19.04761904761905,21.27659574468085,2.4360535931790497,5.141388174807197,4.62962962962963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.219409282700422,16.877637130801688,0.2163565556036348,0.4171881518564873,0.44943820224719105
Quirino 2-B,1.0,1.0,1.0,1.0,0.0,3.0,0.0,7.0,0.0,3.4602076124567476,8.196721311475411,5.9880239520958085,19.108280254777068,40.54054054054054,36.144578313253014,5.128205128205129,10.452961672473869,10.06711409395973,1.8484288354898337,3.278688524590164,4.237288135593221,15.151515151515152,20.0,62.5,0.25497195308516063,0.5015045135406219,0.5186721991701245,3.4602076124567476,8.196721311475411,5.9880239520958085,1.8484288354898337,3.278688524590164,4.237288135593221,4.132231404958678,4.132231404958678,28.925619834710744,0.0,0.0,0.0
Quirino 2-C,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.717472118959108,8.620689655172413,6.5359477124183005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.263157894736842,0.0,0.0,0.0
Quirino 3-A,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,31.25,71.42857142857143,55.55555555555555,6.993006993006993,16.129032258064516,12.345679012345679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.82051282051282,25.64102564102564,0.946969696969697,1.890359168241966,1.8975332068311195
Ramon Magsaysay,2.0,0.0,3.0,0.0,0.0,5.0,0.0,10.0,3.0,1.3670539986329462,2.73972602739726,2.728512960436562,6.868131868131868,14.45086705202312,13.089005235602095,1.7445917655268668,3.481894150417827,3.4965034965034967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.084745762711864,16.949152542372882,0.2094825780322603,0.4108463434675431,0.4274113121527283
Roxas,2.0,2.0,1.0,0.0,0.0,2.0,0.0,7.0,1.0,1.8726591760299625,3.51493848857645,4.008016032064128,3.656307129798903,7.407407407407407,7.220216606498195,0.975609756097561,1.9569471624266144,1.9455252918287937,0.0,0.0,0.0,0.0,0.0,0.0,0.1875293014533521,0.36469730123997085,0.38602586373287007,1.8726591760299625,3.51493848857645,4.008016032064128,1.8365472910927456,3.2414910858995136,4.237288135593221,3.4662045060658575,1.7331022530329288,12.131715771230503,0.09376465072667604,0.18234865061998543,0.19301293186643503
Sacred Heart,0.0,0.0,6.0,0.0,0.0,9.0,0.0,15.0,0.0,0.0,0.0,0.0,29.12621359223301,66.17647058823529,52.02312138728324,8.687258687258687,17.17557251908397,17.578125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.29106628242075,43.22766570605187,0.0,0.0,0.0
Salvacion,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.663893510815308,3.5211267605633805,3.1545741324921135,3.5460992907801416,7.352941176470588,6.8493150684931505,0.8936550491510277,1.968503937007874,1.6366612111292964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.380073800738007,0.0,0.0,0.0
San Agustin,4.0,0.0,1.0,0.0,0.0,5.0,0.0,10.0,0.0,1.2965964343598053,2.8129395218002813,2.4052916416115453,3.4036759700476513,7.385524372230428,6.313131313131313,0.9114108640174992,1.847063169560399,1.7992083483267363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.942507068803016,9.425070688030159,0.0,0.0,0.0
San Antonio,4.0,3.0,0.0,1.0,1.0,4.0,0.0,13.0,0.0,1.6090104585679805,3.2599837000814995,3.177124702144559,3.2,6.4,6.4,0.8746993221080254,1.78173719376392,1.7182130584192439,0.5157297576070139,0.8726003490401396,1.2610340479192939,5.681818181818182,7.936507936507936,20.0,0.13495883755454585,0.2697114087925919,0.2701242571582928,1.2067578439259854,2.444987775061125,2.3828435266084194,1.547189272821042,2.617801047120419,3.7831021437578816,3.6991368680641186,0.0,16.029593094944513,0.0,0.0,0.0
San Bartolome,5.0,3.0,0.0,0.0,0.0,18.0,0.0,26.0,2.0,0.8989572096368212,1.8545994065281899,1.7445917655268668,6.493506493506494,13.61573373676248,12.413793103448276,1.7326017903551834,3.5321821036106753,3.4007179293406384,0.0,0.0,0.0,0.0,0.0,0.0,0.05876016061110567,0.11564704521799468,0.11945528390539141,0.5393743257820928,1.112759643916914,1.0467550593161201,0.6191950464396285,1.0452961672473868,1.5189873417721518,1.415762151958471,0.0,12.269938650306749,0.03917344040740378,0.07709803014532979,0.07963685593692761
San Isidro,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.4184397163120568,2.976190476190476,2.710027100271003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15267175572519084,0.3013863773357444,0.3094059405940594,1.4184397163120568,2.976190476190476,2.710027100271003,1.8832391713747645,3.115264797507788,4.761904761904763,3.4364261168384878,0.0,6.8728522336769755,0.0,0.0,0.0
San Isidro Labrador,1.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,1.9723865877712032,4.081632653061225,3.8167938931297707,7.8125,16.80672268907563,14.598540145985401,1.8365472910927456,3.6832412523020257,3.663003663003663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.658227848101266,0.0,0.0,0.0
San Jose,1.0,1.0,1.0,0.0,0.0,2.0,0.0,5.0,0.0,1.697792869269949,3.389830508474576,3.401360544217687,6.3897763578274756,12.195121951219512,13.422818791946309,1.6680567139282736,3.4305317324185247,3.246753246753247,0.0,0.0,0.0,0.0,0.0,0.0,0.17111567419575632,0.33500837520938026,0.3497726477789437,1.697792869269949,3.389830508474576,3.401360544217687,1.6722408026755853,2.7027027027027026,4.385964912280701,4.273504273504274,4.273504273504274,21.367521367521366,0.0,0.0,0.0
San Martin de Porres,2.0,1.0,0.0,0.0,0.0,2.0,0.0,5.0,0.0,1.8993352326685662,3.992015968063872,3.6231884057971016,3.6101083032490977,7.326007326007326,7.117437722419928,0.9564801530368245,1.9646365422396854,1.863932898415657,0.0,0.0,0.0,0.0,0.0,0.0,0.0859697386519945,0.16992353440951571,0.17400382808421785,0.9496676163342831,1.996007984031936,1.8115942028985508,1.0964912280701753,1.9120458891013383,2.5706940874035986,1.9880715705765406,0.0,9.940357852882704,0.0,0.0,0.0
San Roque,2.0,3.0,3.0,0.0,0.0,6.0,0.0,14.0,0.0,1.0593220338983051,2.1436227224008575,2.0942408376963355,6.528835690968444,12.76595744680851,13.3630289532294,1.759014951627089,3.4071550255536627,3.6363636363636362,0.0,0.0,0.0,0.0,0.0,0.0,0.1572409455422192,0.3031527890056589,0.32669062397909177,1.5889830508474578,3.215434083601286,3.141361256544503,1.70261066969353,2.8011204481792715,4.341534008683069,2.8544243577545196,2.8544243577545196,13.320647002854425,0.0,0.0,0.0
San Vicente,2.0,2.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,2.395209580838323,5.037783375314861,4.5662100456621,2.3866348448687353,4.901960784313726,4.651162790697675,0.6662225183211192,1.3736263736263736,1.29366106080207,0.0,0.0,0.0,0.0,0.0,0.0,0.27932960893854747,0.5549389567147613,0.562429696287964,2.395209580838323,5.037783375314861,4.5662100456621,3.5087719298245617,5.9880239520958085,8.474576271186441,7.067137809187279,0.0,17.6678445229682,0.0,0.0,0.0
Sangandaan,4.0,1.0,1.0,0.0,0.0,8.0,0.0,14.0,0.0,1.9550342130987293,4.085801838610828,3.7488284910965324,7.540056550424128,15.238095238095237,14.925373134328359,2.0125786163522013,4.130098089829634,3.9254170755642783,0.0,0.0,0.0,0.0,0.0,0.0,0.0474811262523147,0.09254974548819991,0.09750390015600624,0.4887585532746823,1.021450459652707,0.9372071227741331,0.45641259698767683,0.76103500761035,1.1402508551881414,0.9813542688910696,0.9813542688910696,13.738959764474975,0.0,0.0,0.0
Santol,1.0,0.0,0.0,1.0,0.0,2.0,0.0,4.0,0.0,1.594896331738437,3.2679738562091503,3.115264797507788,6.172839506172839,13.245033112582782,11.560693641618496,1.6155088852988693,3.51493848857645,2.9895366218236172,1.4858841010401187,2.557544757033248,3.5460992907801416,13.333333333333334,21.27659574468085,35.714285714285715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.11111111111111,0.0,0.0,0.0
Sauyo,7.0,3.0,1.0,0.0,0.0,8.0,0.0,19.0,0.0,0.7746790615316512,1.5840687938447613,1.5161360190599957,1.789709172259508,3.5922766052986077,3.5666518056174765,0.4756525358225816,0.9860717367188463,0.9189065012634965,0.0,0.0,0.0,0.0,0.0,0.0,0.039336008181889696,0.07861841243219161,0.07872569344214973,0.33200531208499334,0.678886625933469,0.649772579597141,0.604960677555959,1.0737294201861132,1.3856812933025404,1.3175230566534915,0.4391743522178305,8.34431269213878,0.0,0.0,0.0
Sienna,1.0,0.0,1.0,0.0,0.0,3.0,0.0,5.0,0.0,9.345794392523365,15.151515151515152,24.390243902439025,52.63157894736842,76.92307692307693,166.66666666666666,10.714285714285714,23.076923076923077,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.575757575757576,37.87878787878788,0.0,0.0,0.0
Sikatuna Village,0.0,0.0,1.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,4.484304932735426,9.25925925925926,8.695652173913043,1.1655011655011656,2.4213075060532687,2.247191011235955,1.1235955056179776,1.834862385321101,2.898550724637681,7.142857142857142,10.638297872340425,21.73913043478261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7247956403269753,8.174386920980925,0.0,0.0,0.0
Silangan,4.0,0.0,0.0,0.0,0.0,2.0,0.0,6.0,0.0,10.582010582010582,23.52941176470588,19.230769230769234,10.582010582010582,26.666666666666668,17.543859649122805,2.554278416347382,5.235602094240838,4.987531172069826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.900763358778626,0.0,0.0,0.0
